headline,is_sarcastic
"New Sip-And-Weld Studio Provides Opportunity To Drink Wine, Create Own Masterpiece With Blowtorch",1
Man Worried Partner Hasn’t Been Attracted To Him Ever Since He Got Head Stuck In Fence,1
"‘Just Be Honest If This Looks Good,’ Girlfriend Wearing New Big Bird Outfit Asks Panicking Boyfriend",1
Self-Loathing Slowly Morphing Into Pride As Man Consumes 36th Pig In A Blanket,1
"Computer Not Looking Forward To Having To Replace Man's Repetitive, Mindless Job",1
‘Do You Mind If I Put You In My TikTok?’ Asks Younger Cousin About To Ruin Your Life,1
Ant Flees Across State Line Carrying Big Crumb,1
"Groundbreaking Chef Transforms Culinary World With Choice To Use Fresh, High-Quality Ingredients",1
Terrifying New Therapist Asks Why You Chose That Chair,1
Child Wondering Why Older Brother Only One To Get Funeral,1
Man Checking If Chicken Wings Got Hot Enough In Microwave Like First Responder Searching For Pulse,1
Veterinarian Wishes Owner Would Just Let Dog Answer One Goddamn Question,1
Only Person Who Ever Truly Saw World For What It Is Starts Antidepressant Medication,1
Robust UTI Culture The Closest Woman Going To Get To Bringing Life Into World,1
"‘I’m In Witness Protection—I Mean, Doctor, I Work At Doctor,’ Says New Neighbor",1
Spider Panics After Losing Track Of Human It Noticed Scurry Across Floor,1
Flu Outbreak Reduces Class Sizes To Level Appropriate For Learning,1
Area Man Loads Up On Half-Priced Armistice Day Candy,1
Woman Knows Husband Just Acting Affectionate Because He Wants Food,1
Girlfriend Must Have Been Drinking When She Texted Picture Of Knitted Scarf At Midnight,1
Husband Returning Late At Night Accidentally Killed By Frightened Google Home,1
Police Officer On Desk Duty Placed On Empty-Room Duty After Brutally Beating Drawer,1
"Precocious 5-Year-Old Already Holding Long, Pointless Business Meeting With Stuffed Animals",1
Crack Of Gunfire Resounding Through Office Gives Woman Perfect Cover She Needs To Bite Into Crisp Apple,1
Busboy Father Works Hard Every Day To Take Food Off The Table For His Family,1
College Freshman Annoyed About Having To Room With 47-Year-Old Adjunct Professor,1
Pack Members Worried Young Wolf May Be Sociopath After He Mauls Rabbit,1
"Mom Casually Rattles Off The Names, Ages Of Alec Baldwin’s Children",1
Cocky Atom That Started Out In Cosmos-Shattering Supernova Reduced To Humble Role In Urine Puddle,1
Newly Pregnant Woman A Little Too Quick To Remind Everyone She Gets To Have One Glass Of Wine A Week,1
Recently Divorced Dad Waiting For Right Time To Introduce Children To Woman He Hooked Up With Last Night,1
Man Watches Video About Habits Of Effective Artists So He Too Can Be Effective Artist,1
Bar Fight De-Escalates After Both Parties Unable To Tear Off T-Shirts,1
Audience Participant Feels Like Drag Queen Deliberately Misconstruing His Answers,1
Report: Little Help Here?,1
Catholic Priest Stuck In Remote Backwater Town Thinking About Molesting Kid Just To Get Transferred,1
"‘Ooh, Right In The Bean Bag,’ Says Wincing Surgeon Through Every Step Of Vasectomy",1
Hardline Pastry Chef Displays American Flag With Raspberry Cream Stripe To Honor Sacrifices Bakers Make Every Day,1
Coworker Apparently Just Going To Stare At Lunch In Microwave For Entire 3-Minute Cook Time,1
Man Spends Hours Surfing Internet Rather Than Dealing With Real Pressing Issues In ‘Harvest Moon: Light Of Hope’,1
Report: It Going To Take A Lot More Than ‘Love Shack’ To Bring Wedding Guest Out To Dance Floor,1
Cocktail Menu Scanned For Drink With Fewest Unfamiliar Ingredients,1
Elite Preschool Boasts 95% Of Graduates Go On To Kindergarten,1
‘Someone’s In Here!’ Says Man In Restroom Asserting Own Existence For First Time In Months,1
Real-Life Van Helsing Runs Over Kid In Vampire Costume,1
Man Asks Every Trick-Or-Treater If They’re The Real Dracula Just In Case,1
Woman Passing Out Candy Unsure Whether To Give Some To Teen Mom Too,1
Man Breathes Sigh Of Relief As ‘Apple Recall’ Headline Just About Poisoned Fruit Shipped To 8 States,1
Children’s Book Teaches Valuable Lesson About Being Circle,1
Mental Health Experts Advise On Best Ways To Combat Intrusive Thoughts Of Your Father Naked,1
Jimmy Carter Checks Into Rehab For Debilitating House-Building Addiction,1
Congress Moving Toward Safer Vote-By-Paper-Airplane Option,1
NRA Receives Massive Funding Increase From Donors Held At Gunpoint,1
Online Activists Raise $5 Million To Create New Martin Luther King Jr. Quote,1
Giant Pandas Finally Mate After Being Married In Catholic Ceremony,1
New Guidelines Allow Gyms To Reopen For Weak Little Bitches Who Just Diddle Around And Don’t Break A Real Sweat Anyway,1
NASA Launches Vengeance Rover To Pay Back Mars For Killing Opportunity Back In 2018,1
Panicked White Woman Calls Police On Statue Of Martin Luther King Jr.,1
New LinkedIn Feature Lets Job-Seekers Add Most Humiliating Things They Willing To Endure,1
Health Experts Warn Protests Could Set Off Second Wave Of Police Brutality,1
Mental Health Experts Recommend Bed Only Be Used For Shooting Amateur Pornography,1
Botanists Concerned By What Returning To Work Will Do To Nation’s House Plants,1
Study: Dolphins Not So Intelligent On Land,1
"Florida Governor Deploys National Guard To Force Residents Back Into Malls, Movie Theaters",1
NASA Curious How Folks Would Feel If They Hypothetically Already Launched A Manned Mars Mission That Didn’t Go So Hot,1
Authorities Receive List Of Demands From Increasingly Hostile Coronavirus,1
"What Are ‘Coronavirus Parties,’ And Why Weren’t We Invited?",1
Heavenly Sources Confirm Jesus Christ Will Transfer To Iowa State University After Getting Grades Up,1
Military Announces $2 Million Research Initiative To Find Out How Mother Of 3 Kathy Summers Able To Do It All,1
Quarantine Leading To More People Taking In Foster Gimps,1
Benadryl Introduces New Controlled Coma Pills To Sedate Users For Entirety Of Allergy Season,1
U.S. To Combat Growing Disillusionment By Playing New National Pump-Up Anthem Throughout Country,1
Americans React With Indifference After First Case Of Coronavirus Spreading To Pet Ferret,1
Investigation Reveals Coronavirus Covering Its Tracks By Making Victims’ Deaths Look Like Car Accidents,1
"Democrats Praise Joe Biden For Being Only Candidate Able To Talk Down To Americans Like The Stupid, Slack-Jawed Dumdums They Really Are",1
New Windex Formula Promises To Kill Twice As Many Birds,1
Damning Report Finds White House Ignored Skeletal Horsemen Galloping Through Sky As Early As January,1
Health Experts Say Coronavirus Originated In Promiscuous Bat Who Slept Around A Lot,1
Health Officials Warn Mysterious Voice Calling For People To Come Out And Play In Middle Of Night Could Be Coronavirus,1
Study Finds It Statistically Impossible That Your Mom The Best Mom In The World,1
Quiet City Streets Allow Neighborhood Residents To Hear The Natural Sounds Of Couples’ Blow-Out Fights,1
Boston Market CEO Forgoes Annual 2-Million-Gallon Gravy Bonus To Help Pay Unemployed Workers,1
Best At-Home Workouts To Do When Your Head Is Stuck In The Banister,1
The Topical Wins A Pulitzer,1
Struggling United States Purchased By Private Equity Firm,1
"This Woman Was Isolated In Her Nursing Home, So Her Grandchildren Stood Outside With Signs To Ask Her For Money",1
Thousands Of Stockpiled Ventilators Sent To New York Hospitals Turn Out To Be Claw Machines,1
Walgreens Introduces New Dumbass-Only Shopping Hours For Dipshits Who Don’t Know How To Stay 6 Feet Away,1
TheOnion.com Has Been Designated As A Pandemic Shelter In The Event That Covid-19 Could Spread Through The Internet,1
Nation Ashamed To Admit They Would Probably Look Up John Goodman’s Nudes If They Leaked,1
Federal Reserve To Infuse Wall Street With $500 Billion Worth Of Cocaine,1
Psychologists: So-Called ‘Dr. Fauci’ Just A Figment Of Nation’s Collective Imagination,1
Nation Close To Getting Video Conferencing Software To Work,1
CDC Urges Nation’s Hotties And Studs Not To Hide That Pretty Little Face Behind A Mask,1
"Ford, General Motors To Begin Manufacturing Car-Sized Ventilators",1
"‘I Congratulate Joe Biden, A Very Decent Man,’ Says Bernie Sanders In Unprovoked Attack On Democratic Party Unity",1
"Congress Sets Aside $1,200 In Trust For Each American Until They Prove They’re Responsible Enough To Handle It",1
"Census Foot Soldiers Swarm Neighborhoods, Kick Down Doors To Tally Household Sizes",1
Violently Bored Americans Begin Looting Puzzle Stores,1
European Vacation Dispatch: All Good Things Must Come To An End,1
European Vacation Dispatch: Ciao From The Venetian Riviera!,1
European Vacation Dispatch From Leslie Price,1
CORONAVIRUS LOCKDOWN DAY FIVE: The Last Will And Testament Of Topical Host Leslie Price,1
CORONAVIRUS LOCKDOWN DAY FOUR: Host Leslie Price Confronts The Cursed Scratching Within His Walls,1
CORONAVIRUS LOCKDOWN DAY THREE: Scientists No Closer To Understanding How Pressing Buzzer Unlocks Apartment Door,1
CORONAVIRUS LOCKDOWN DAY TWO: Porn Industry Leaders Announce Immediate Closures Of All Orifices,1
CORONAVIRUS LOCKDOWN DAY ONE: Jesus Christ Cancels Return To Earth Amid Pandemic,1
Doctors Encourage More Women To Regularly Perform Breast Self-Exams To See If They Need Implants,1
NASA Finds Life Drowned On Mars,1
"National Park Service Under Fire For Wasting $40 Million To Pamper A Single, Charming Moose",1
Russia Pledges To Run Completely Positive Disinformation Campaign In 2020,1
"God Possesses Pope Francis’s Body, Spins Head Around In Miraculous Sunday Mass",1
NASA Announces They Definitely Just Destroyed An Asteroid,1
"Dark, Ominous Storm Clouds Atop Mount Money Indicate Recession Could Be Near",1
Marina Abramović Stolen In Daring Performance Art Heist,1
"Fiat Recalls More Than 10,000 Cars For Not Looking Small And Weird Enough",1
Outbreaks In Victorian England Confirm Coronavirus Capable Of Spreading Through Time,1
An Alarming Crime Scene In New England,1
Green Giant Takes A Stand Against Gun Violence,1
Son-Of-A-Bitch Mouse Solves Maze Researchers Spent Months Building,1
Is Bernie Sanders Too Old To Be The Next James Bond?,1
Dow Rallies After It Turns Out Trader Who Jumped Out Window Was Merely Having Marital Problems,1
FAA Restricts Passenger Jets To Flying No More Than 15 Feet Above Ground,1
CDC Warns Public Of Mutating Coronavirus,1
Catholic Leaders Transfer Most Alluring Children To Another Church,1
White House Condemns 2020 Election As Partisan Witch Hunt,1
DNC Commits To Younger-Looking Leadership With New Rejuvenating Skincare Routine,1
Pentagon Awards Oscar Mayer $102 Million Contract For New Military-Grade Hot Dog,1
CBS Inks Deal For 30-Episode Bloomberg Ad,1
CDC Warns Against Potential Health Risks Of Flavored Gun Barrels,1
Yosemite On Lockdown After Bear Spotted In Park,1
Federal Government Reinstitutes Practice Of Spanking Criminals As Punishment,1
Anti-Cyberbullying Campaign Encourages Kids To Get Out There And Do It In Person,1
God In Critical Condition,1
Australian Officials Touting Bushfire As Huge Success,1
Pope Francis: ‘Nobody Out-Molests The Catholic Church’,1
Tyson Foods Orders Trump To Cease And Desist,1
Love Sounds With Martha Saunders: How I Learned To Love Valentine’s Day After A Nude Man In A Diaper Killed My Father With A Bow And Arrow,1
Tinder Swipes Right On Big Changes,1
FBI Warns Against American Dream Scam,1
Department Of Evil: ‘All Of You Must Die’,1
Oscars Ceremony Ruined,1
A Shocking Scene Of Rebellion,1
Who Is The Mike Pence Whistleblower?,1
Tampax CEO Refuses To Resign Amidst Allegations That He Doesn’t Know What A Period Is,1
The EPA Takes A Stand,1
A New Democratic Frontrunner Emerges In Iowa,1
Walmart Prevents Gun Violence At Walmart,1
Kristen Stewart To Play Princess Diana In Upcoming Biopic,1
"Aunt Jemima, Mrs. Butterworth, Uncle Ben’s Brands To Be Overhauled",1
American Airlines Suspends Alcohol Service For Economy Class,1
7-Eleven Cancels Free Slurpee Day,1
2021 Oscars Postponed 2 Months,1
Supreme Court Rules Federal Law Protects LGBT Workers,1
Passing Lane,1
Melania Trump Renegotiated Prenup Before Moving Into White House,1
Covid-19 Cases Spike In 21 States,1
Former DEA Officer Pleads Guilty To Posing As CIA Agent In Fraud Scheme,1
Lady Antebellum Changes Name,1
Archaeologists May Have Discovered Oldest Theater In London,1
Stimulus Dreck,1
TV Show ‘Cops’ Cancelled,1
Treasure Chest Buried In Rocky Mountains Discovered,1
Astronaut Becomes First Woman To Reach Deepest Point In Ocean,1
U.K. Demonstrators Tear Down Statue Of Slave Trader,1
U.S. Economy Officially Entered Recession In February,1
"Elmer Fudd, Yosemite Sam Will Not Have Guns In ‘Looney Tunes’ Reboot",1
Poll Finds Two-Thirds Of Americans Think Trump Has Made Racial Tensions Worse,1
YouTube Star Jake Paul Charged With Trespassing,1
General Mattis Condemns Trump As Threat To Constitution,1
"Richmond, Virginia Mayor Issues Ordinance To Remove Confederate Statues",1
Snapchat To Stop Promoting Trump’s Account,1
Minnesota Launches Civil Rights Probe Against Minneapolis PD,1
Jay-Z Takes Out Full-Page Ad To Honor George Floyd,1
Americans Buying More Frozen Foods During Pandemic,1
Facebook Employees Stage Virtual Walkout,1
An Acquired Waste,1
"Minneapolis, New York City Bus Drivers Refuse To Help Police Transport Protestors",1
Trump Claims U.S. Will Designate Antifa A Terrorist Organization,1
Archaeologists Discover Perfectly Preserved Roman Mosaic Floor,1
Covid-19 Antibody Tests May Be Wrong 50% Of The Time,1
Historic SpaceX Launch Postponed,1
Mike Tyson Offered $20 Million To Compete In Fight,1
Twitter Refuses To Remove Trump Tweets About Scarborough Conspiracy Theory,1
Remote Possibilities,1
CDC Warns Of Aggressive Rats Scavenging For Food,1
Trump Claims To Have Stopped Taking Hydroxychloroquine,1
"CDC Issues Safety Guidelines For Pools, Water Parks, Hot Tubs",1
"Lori Loughlin, Mossimo Giannulli Plead Guilty In College Admissions Scandal",1
Judge Rules Salvage Company Can Cut Into Titanic Wreck,1
Coronavirus Forces Ford Plants To Temporarily Close Days After Reopening,1
"Justin Bieber, Ariana Grande Deny Claim They Bought No. 1 Billboard Spot",1
Penneys From Heaven,1
All 50 States Unveil Plans To Ease Coronavirus Restrictions By Memorial Day,1
Notre Dame To Reopen Campus For Fall Semester,1
Trump Says He Taking Hydroxychloroquine,1
"Obama, Malala Among Headliners For Virtual Commencement",1
Stocks Rally On Hope For Coronavirus Vaccine,1
New Research Indicates Coronavirus Did Not Spread From Pangolins,1
Wisconsin Bars Reopen Following State Supreme Court Decision,1
Record Number Of Women Running For U.S. House In 2020,1
113-Year-Old Beats Coronavirus,1
Signs Of Sickness,1
Health Officials Close Restaurant That Opened For Mother’s Day,1
Pennsylvania Becomes 3rd State To Fully Outlaw Child Marriage,1
White House Will Require Everyone Except Trump To Wear Mask In West Wing,1
FDA Approved First Birth Control Pill 60 Years Ago This Week,1
3 Coronavirus Task Force Members To Self-Quarantine,1
Tinder To Introduce In-App Video Chat Feature,1
77% Of Laid-Off Workers Expect To Be Rehired By Employer In Future,1
Trump Names Donor As New Postmaster General,1
Scientists Study Llamas In Quest For Coronavirus Treatment,1
1 In 5 Wendy’s Restaurants Currently Out Of Beef,1
Major Airlines Will Require Passengers Wear Masks During Flights,1
Oscar Meyer Whiner,1
Carnival Cruise Line To Resume Service In August,1
Poll Finds Majority Of Americans Would Prefer Working Remotely After Pandemic,1
Invasive ‘Murder Hornets’ Confirmed In U.S.,1
YouTube Shuts Down Account Of Man Who Pushed 5G Coronavirus Conspiracy,1
Doctors Report ‘Covid Toes’ As Possible New Coronavirus Symptom,1
Justin Amash Announces 3rd Party Run For President,1
New Fossil Evidence Suggests Dinosaur Could Swim,1
Mike Pence Tours Mayo Clinic Without Mask,1
Reports Of Kim Jong Un’s Health Creates Confusion Over Possible Successors,1
America Surpasses 1 Million Confirmed Coronavirus Cases,1
Vaccine Rates Plummet During Pandemic,1
One Flu Over The Cuckoo's Nest,1
Airbnb Introduces New 24-Hour Vacancy Policy Between Guests,1
Saudi Arabia Bans Public Floggings,1
Chris Matthews Admits To Inappropriate Behavior During MSNBC Career,1
Las Vegas Mayor Suggests Using City As Coronavirus Control Group,1
Hubble Space Telescope Celebrates 30 Years In Space,1
Missouri Sues China Over Coronavirus Pandemic,1
Sales Of Video Game Consoles Up During Pandemic,1
Ramadan Begins,1
Germany Cancels Oktoberfest Due To Coronavirus Fears,1
2020 Lyrid Meteor Shower Peaks This Week,1
Shake Shack Returns $10 Million Loan Meant For Small Businesses,1
"Stop The Pandemic, I Want To Get Off",1
Russians Withdrew $13.6 Billion From ATMs Amidst Coronavirus Fears,1
"More Americans Report Vivid, Violent Dreams During Pandemic",1
Tour De France Postponed Until August,1
Netflix Now Worth More Than Disney,1
British WWII Vet Raises Millions For NHS By Walking Laps Around Yard,1
Spring SAT Tests Cancelled Due To Pandemic,1
Global Economy Expected To Shrink 3% Due To Pandemic,1
Supreme Court Will Hear Arguments Via Teleconference For First Time,1
Americans Begin Receiving Stimulus Checks,1
NASCAR Driver Suspended Indefinitely For Racial Slur During Livestream,1
Nerd Immunity,1
Julian Assange Secretly Fathered 2 Kids In Ecuadorian Embassy,1
Boris Johnson Released From Hospital After Stay In ICU,1
Pandas In Locked-Down Zoo Mate After 10 Years Of Trying,1
Dr. Fauci Calls For End To Handshakes,1
One-Third Of American Renters Didn’t Pay On Time In April,1
Bernie Sanders Drops Out Of Presidential Race,1
Astronaut’s Estranged Wife Accused Of Lying About Space Crime,1
SeaWorld CEO Resigns After Furloughing 90% Of Workers,1
Lady Gaga Announces Multi-Network Covid-19 Benefit Concert Telecast,1
Grubby Hub,1
Wisconsin Holds Democratic Primary Despite Coronavirus Concerns,1
Americans Urged To Make Their Own Face Masks,1
"FDA Eases Restrictions On Blood Donations From Gay, Bisexual Men",1
Coronavirus Task Force Member Receives Security Detail Following Threats,1
Spotify Launches App For Children,1
Bidet Sales Skyrocket During Coronavirus Pandemic,1
Zoom App Sued For Sharing User Data,1
Pandemic Lockdowns Improve Air Quality Worldwide,1
Van Gogh Painting Stolen On Painter’s 167th Birthday,1
"Perseverance Rover Will Carry Essays, List Of Names To Mars",1
Parton Parcel,1
Neanderthals Ate Seafood Including Sharks And Dolphins,1
Instacart Employees Plan Nationwide Strike Monday,1
Scientists Discover Earliest Common Ancestor To All Animal Life,1
Americans Look For Ways To Help During Coronavirus Pandemic,1
Study Finds Female Mammals Live Longer Than Males,1
"1,000-Bed Hospital Ships Deployed To New York, LA",1
U.N. Names Finland Happiest Country For Third Year In A Row,1
China Will Lift Lockdown On Wuhan April 8th,1
Woody Allen’s Memoir Released After Being Dropped By Original Publisher,1
CDC Launches Coronavirus Bot For Americans To Check Symptoms,1
Ohio Orders Halt To Most Abortions During Coronavirus Pandemic,1
Americans Seek To Stay Social While Self-Isolating,1
An Abundance of Cushion,1
Aquarium Lets Penguins Take Tour Of Premises During Coronavirus Shutdown,1
TV Shows Donate Medical Supplies To Hospitals Amid Pandemic,1
Google Offers Virtual Tours Of World’s Museums And Cultural Sites,1
Tik-Tok May Have Buried Posts From Ugly Users,1
"Amazon Hires 100,000 Workers In Wake Of Coronavirus Surge",1
Tom Brady Leaves New England Patriots,1
Universal Pictures Makes Movies Currently In Theaters Available For Home Viewing Following Coronavirus Concerns,1
Americans Mark St. Patrick’s Day,1
2 Live Cruise,1
"College, Professional Sports Seasons Postponed And Suspended Following Coronavirus Fears",1
Racist ‘Song Of The South’ Will Not Be Added To Disney+,1
Dow Jones Drops 20% As Pandemic Fears Grow,1
Judge Rules Led Zeppelin Did Not Steal ‘Stairway To Heaven’ Riff,1
Putin Backs Constitutional Amendment That Could Keep Him In Office Through 2036,1
Wells Fargo Board Members Resign Following Congressional Report,1
Twitter Adds ‘Manipulated Media’ Label To Video Retweeted By Trump,1
Redeeming Qualities,1
NASA Says Lettuce Grown In Space Is Safe To Eat,1
Pope Francis Gives Blessings Via Video In Effort To Reduce Spread Of Coronavirus,1
Steph Curry Returns To NBA Following Injury,1
Elizabeth Warren Suspends Presidential Campaign,1
Former TV Host Must Pay PBS $1.5 Million For Violating Morality Clause,1
Dixie Chicks Release First New Single In 14 years,1
Apple Ordered To Pay Up To $500 Million Over Slow iPhones,1
Mental Health Experts Advise On Best Ways To Combat Intrusive Thoughts Of Your Father Naked,1
The Onion’s Father’s Day Gift Guide For The Dad Who Has It All,1
Staples Center Employee Realizes He Left Shot Clock Buzzer On This Whole Time,1
Father’s Day Gifts That Will Make Your Dad Feel Exactly The Way He Already Feels,1
"Huh, Boyfriend’s Ex Just Made Interesting Hair Choice",1
Mom Comes Back From Long Call With Friend Looking Real Sad,1
"‘It’s Perfect Outside,’ Announces Sweating Woman Slowly Losing Consciousness In Middle Of Heatstroke",1
Man Hates How Hot Dog-Eating Contests Reduce Art Of Eating Hot Dogs To A Competition,1
Kristen Stewart To Play Princess Diana In Upcoming Biopic,1
Resigned Pew Research Study Has No Fucking Clue What’s Going On With 15% Of Americans,1
"Aunt Jemima, Mrs. Butterworth, Uncle Ben’s Brands To Be Overhauled",1
Traveling Contortionist Excited To Get Off The Road And Finally Stop Living Inside Suitcase,1
White House Toilet Doesn’t Know If It Can Handle Another 4 Years Of Trump,1
Kentucky Attorney General So Starstruck By Letter From Beyoncé He Unable To Even Read What It’s About,1
Researchers Find Crows Smart Enough Not To Let On How Smart They Really Are,1
Sony Reveals PS5 Fully Customizable With Different Little Hats,1
‘And What Do We Want To Do About This Nest Full Of Baby Sparrows?’ Asks Barber Giving Man His First Haircut In 6 Months,1
Report: This A Goddamn Walk In The Park Compared To What’s Coming In 2027,1
Jimmy Carter Checks Into Rehab For Debilitating House-Building Addiction,1
American Airlines Suspends Alcohol Service For Economy Class,1
Heavily Armed Fans Guard Statue Of Yogi Bear In Case It Turns Out He Supported Confederacy,1
7-Eleven Cancels Free Slurpee Day,1
William Howard Taft Historian Confident Solution To Nation’s Troubles Can Be Found In Storied Career Of William Howard Taft,1
NASA Launches Paparazzo Rover In Beverly Hills To Search For Signs Of Salacious Celebrity Life,1
Sweat-Soaked Mattress Praying This The Year Couple Invests In Air Conditioner,1
Manipulative Stepmom Only Married Dad So She Could Take Care Of Him Into Old Age,1
Report: There Already 5 Million Players Who Are Better Than You’ll Ever Be At ‘Valorant’,1
Congress Moving Toward Safer Vote-By-Paper-Airplane Option,1
Disgusted Patio Diner Pretty Sure She Just Saw Coronavirus Scurry Into Bushes,1
2021 Oscars Postponed 2 Months,1
Entire Oklahoma State Team To Boycott Season After Mike Gundy Seen In NCAA Shirt,1
Scientists Discover Mysterious Radio Transmission From Space That Repeats 50-Minute Intervals Of Nonstop Classic Rock Blocks,1
42-Year-Old Man Still Unsure What His Interests Are,1
Supreme Court Rules Federal Law Protects LGBT Workers,1
‘More Tranquil Dammit!’ Screams Perfectionist Ambient Sound Producer Demanding Another Take From Babbling Creek,1
"Over 500,000 Americans Sign Petition Demanding End To Coronavirus",1
Jeff Bezos Depressed After Realizing Net Worth Still Just Number Known To Man,1
"Birch Tree Pictures Nude 4,000-Year-Old Bristlecone Pine To Delay Pollen Release",1
NRA Receives Massive Funding Increase From Donors Held At Gunpoint,1
Fantasy Baseball League Commissioner Knows Handling Of Pandemic Will Define His Legacy,1
Weight Watchers Debuts New Ad Asking If You Remember Time Grandma Said ‘Someone Got Heavy’ In Front Of Everybody,1
"Your Horoscopes — Week Of June 16, 2020",1
Melania Trump Renegotiated Prenup Before Moving Into White House,1
The Biggest Titles Announced At The PS5 Game Lineup Event,1
"‘So, It Means Making The Police Lose Their Homes And Forcing Them To Get A Divorce?’ Says Nation Still Struggling To Understand How Defunding The Police Works",1
36-Year-Old Man Begins Outlining A Savings Plan For PS5,1
Covid-19 Cases Spike In 21 States,1
Adidas Unveils New Line Of Soccer Stuff,1
Amazon Temporarily Halts Police Use Of Facial Recognition Software Until It Can Perfect ‘Other Faces You Might Be Interested In’ Feature,1
Former DEA Officer Pleads Guilty To Posing As CIA Agent In Fraud Scheme,1
City Enters Phase 4 Of Pretending Coronavirus Over,1
ExxonMobil Simplifies Oil Extraction By Cutting Earth In Half,1
Online Activists Raise $5 Million To Create New Martin Luther King Jr. Quote,1
"The Week In Pictures – Week Of June 15, 2020",1
Lady Antebellum Changes Name,1
Brutal: Playstation Has Cancelled The Entire PS5 Game Lineup After @NicoBoy95 Commented ‘No One Cares’ On Their Livestream,1
Sorry Gamers: ‘The Last Of Us Part II’ Has Been Delayed Again Because Naughty Dog’s Headquarters Fell Into The Ocean,1
Pros And Cons Of Removing Historical Statues,1
Quaker Oats Replaces Historically Racist Aunt Jemima Mascot With Black Female Lawyer Who Enjoys Pancakes Sometimes,1
Red Sox Ask Fans To Switch From Racial To Homophobic Slurs When Taunting Opposing Players,1
Six Staffers Working On Trump’s Tulsa Rally Test Positive For COVID-19,0
  Florida Governor Ripped For Trying To Pin COVID-19 Spike On Hispanic Workers,0
  The Coronavirus Pandemic Doesn’t Care That We’re All Bored With It,0
"  TSA Worsened Coronavirus Pandemic, Whistleblower Says",0
  Coronavirus Live Updates: Read The Latest News On The Pandemic,0
"  After Weeks Of Anticipation, Trump Rally Crowd Underwhelms",0
  Trump Uses Racist Terms ‘Kung Flu’ And ‘Chinese Virus’ To Describe COVID-19,0
  Millions Are Unemployed. Crises Abound. Is It Time To Guarantee Public Service Jobs?,0
"  Washington NFL Team Retires Jersey Of Its First Black Player, Leaves Racist Name In Place",0
  Trump Fires U.S. Attorney Who Led Probes Of The President’s Men,0
  Investing In Harm Reduction Must Be Included In The Movement To Defund Police,0
  What Reforming Police Unions Might Look Like,0
  Why Protesting And The Pandemic Have Made Us Less In Love With Our Screens,0
  Who Owns A River? The Question Is Tearing This Community Apart,0
  The Real Looters Of The Bronx,0
  My Dad Created An 'Ethical Will.' Here's What That Means And Why You May Want One Too.,0
  I Don’t Look Sick But I’ve Had MS For 14 Years. Here's How It's Changed My Life.,0
  A Video Of Johnniqua Charles Being Detained Went Viral. She Wants Cops To Learn From It.,0
"  Introducing 'D Is For Desire,' HuffPost's New Love And Sex Podcast",0
  Zoomers Boast They Sabotaged Trump Rally Turnout With Fake Reservations,0
  Eskimo Pie Drops ‘Derogatory’ Name After Nearly A Century,0
"  I’ve Been In Prison For 24 Years. Now My Son Is Incarcerated Here, Too.",0
  Robert E. Lee Statue Sleeps With The Fishes In Jim Carrey’s New Cartoon,0
  The Best Shows To Watch On Netflix This Month,0
"  If You Still Don’t Get Why COVID-19 Hit Black People Harder, Read This",0
  40 Sweet Photos Of Prince William As A Dad,0
  18 Beliefs People Once Had About Coronavirus That Aren’t True,0
  10 Swimsuits From Black-Owned Brands To Buy For The Beach Or Couch,0
  Intuit Shows Why D&amp;I Remains Important In Maintaining An Inclusive Culture,0
"  Minneapolis Shooting Leaves 1 Dead, 11 Injured",0
  Police Arrest Peaceful Protester Sitting Alone By Trump Rally Venue,0
"  UK Stabbing Attack Declared A Terrorist Incident, Police Say",0
  The Best Movies To Watch On Netflix This Month,0
  Community Wants Answers After LA Deputies Fatally Shoot Teen Who Ran From Them,0
  Fox’s John Roberts Uses War Analogy To Describe Preparing For Trump Rally In Pandemic,0
"  Trump’s ‘Racist’ Toddler Video Removed By Facebook, Twitter After Parent Complains",0
  North Face Becomes Biggest Brand To Pull Ads From Facebook In #StopHateforProfit Movement,0
  Twin Trump ‘Bunker Baby’ Balloons Make The Scene Ahead Of Tulsa Rally,0
  Mick Mulvaney Spectacularly Self-Owns With His ‘1 Criticism’ Of Trump,0
  Public Enemy Tells ‘Dictator’ Trump To ‘Shut The F**k Up’ In Explosive New Song,0
  Mountain Lion Caught In Downtown San Francisco,0
  Joe Biden Raised More Money Than Donald Trump For The First Time,0
  Judge Rejects White House Request To Block John Bolton's New Book,0
  Tulsa Health Official Has A Stark Wake-Up Call For People Attending Trump Rally,0
  3 Congressional Races To Watch In New York's Democratic Primary,0
  Jon Stewart Says He Should've Axed Steve Carell From 'The Daily Show' 'A Month In',0
  Trevor Noah Shows Why 'Trump Might Be More Ignorant Than We Thought',0
  Kate Middleton Makes Her First Public Appearance Since March Lockdown,0
  AMC Theatres Says It Won't Require Face Masks To Avoid 'Political Controversy' [UPDATE],0
  7 Totally Adorable Dads We All Need Right About Now,0
  The Funniest Tweets From Parents This Week,0
  Show Your Support For Black-Owned Businesses By Posting The Receipt,0
  Here Are 9 Tips You Need To Know Before You Ride A Bike In A City,0
  Here Are All Of The Best Sales Happening This Weekend,0
  We Found Black-Owned Etsy Shops For Face Masks,0
  There Are A Lot Of Good Father’s Day Gifts On Sale At Nordstrom,0
  An Ultimate Guide To Black-Owned Businesses To Support Now And Always,0
